Item_Label,URI,Project,Project_URI,Context,Context_2,Context_3,Context_URI,Latitude,Longitude,Early,Late,Item_Category,icon,Thumbnail,Published_Date,Updated_Date,Creator,Creator_URI,Site_Number,Survey_Date,Survey_Year,Grid_Location_EW,Grid_Location_NS,Height,Subregion,Neolithic,Halaf_Ubaid_Uruk,Chalcolithic,Early_Bronze,Early_Bronze, Middle_Bronze,Middle_Bronze_Late Bronze,Iron_Age,Hellenistic_Roman,Medieval,Name,Description,Site_Name,Collectors_Initials,Map_sheet_no,Local_Landmarks,Setting,Site_Description,Survey_Conditions,Collection_Summary,Collection_Comments,Hellenistic_Late_Roman_note,Medieval_note
KM 173,http://opencontext.org/subjects/7bbeb5e2-da0c-408e-a131-226a96c99c1b,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.6160709804992,36.7905781828139,-2200,-1500,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-171-180/km-173-gen-view-dig.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:22Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,173,1994-05-09T00:00:00Z,1994,50,657,7,Nothern Valley,false,false,false,false,false,true,false,false,false,false,KM 173,Kalehcik,Kalaycik,"HT,LB,KC,GM,EC",M37-c4,Gravel road from New Hasancik to old one at edge of wadi,Wheat fields,"Mound in rolling hils, barely distinguishable from surrounding.  Villagers say they are excavating to get stones out of their field, moved old village because of erosion, some natural chert ; photos 27 to jagged peak in Amanus, 28 of trench being excavated in site, 29 to village with agricultural terraces in wadi N. of site  diss appendix entry deleted: POSS REMOVE 173	Kalehcik. Map M37c4. EW 50. NS 657. Diameter 115. Height 7m. Mound in rolling hills. Excavation by local villagers underway.  LB. 4b?",Good general,Sherd count,"Site should be studied in detail may be our best eg., of a local Middle Bronze Age site, bichrome painted, heavy overhanging under-cut rims, some in grey ware similar to site 164 and possibly 215, some Hellenistic (???!! lds 6-00) loop bases, much drawing needs doing, two loop handles,  Nevertheless appears more or less a single period site whatever the period",,
KM 145,http://opencontext.org/subjects/b2a0d447-b38d-4e6c-83b7-7d166f22410d,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5052634014554,36.8072151744236,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-141-150/km-145-gen-view-3.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:17Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,145,1994-08-27T00:00:00Z,1994,62,555,5,Nothern Valley,false,false,false,false,false,false,false,false,false,true,KM 145,Kalecik,Kalecik,"EC,BB,GM,MK,KC,HT",M37-c4,"Top of hill in open pine forest, probably of recent planting (within last 50 years), above wadi Sır dam lake  visible to north",,"A fortification or terraced fortress with preserved rooms, masonry, large stone blocks with smaller ones wedged between, cf. photos since masonry style may be distinctive","Good but not much material some excavations by locals, plans of some rooms preserved",Sherd count Flint count,"Extraordinarily worn assemblage but standing architecture assures that it’s site, but period is questionable, difficult to identify",Rope impressed,pie crust rim
KM 28,http://opencontext.org/subjects/fdd55642-998f-4a9b-8d96-7b12401b41e7,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4462372444673,36.8864417893076,-4200,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-21-30/km-28-rock-cut-edward-blankenships-conflicted-copy-2016-08-26.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:04Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,28,1993-10-01T00:00:00Z,1993,131,467,12,Nothern Valley,false,false,true,true,true,false,false,false,true,true,KM 28,Çaklıhasanaga,Çakali Hasanağa Ortahöyük,All,37SCB,Adana Road,Cotton and sugar beet fields,"Steep mound on road, terraces to n. n. and w. east steep side with cut showing large brick wall.  Height may be due to a fort on top; small rise on north falls off to terrace.  Canal and round around bottom of mound produces most of the material. Roll4-28 wall cut","Good but south side covered with thistle, top covered with brush, north east has major early settlement",Sherd count Flint count,"Cut has late material, but north side EB Chalcolithic,  good Hellenistic-Late Roman; LLC seal","Hellenistic Fine ware, 1 cooking pot possible",Rope impressed Oottoman pipe
KM 34,http://opencontext.org/subjects/3eabbb5b-f3b5-4137-b69c-fc53ad1187fa,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.2585059102759,36.7942614768773,-3200,-2200,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-31-40/km-34-view-of-valley-2.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:04Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,34,1993-10-02T00:00:00Z,1993,44,260,,Southwestern Valley,false,false,false,true,false,false,false,false,false,false,KM 34,cemetery site,Çamlıgecit,All,37SCB,Can see Gedikli (Kara H.) to se and canal road to east,Rocky outcrop,"100 long 30-40m wide along slope s. of village, extensive tomb robbing, whole pots, seals both cylinder and stamp seals, skeletons, fruit stands, pans without handles and beakers are said by villagers to have been taken from these tombs.",picking through spoil of grave robbers,Sherd count,"Little is left by the grave robbers, but there are some stand pieces and a jar rim",Hellenistic Fine ware (SC 9-98) notes that it looks vaguely EB-ish - as well as KM 37  (EFC says that this doesn t look Hellenistic and this should be removed (4-2003),
KM 92,http://opencontext.org/subjects/d23b19a2-bc18-423e-96a8-e2a1a5463f9a,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.2598161947177,37.0687890610964,-3200,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:10Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,92,1993-10-20T00:00:00Z,1993,287,256,20,Southeastern Valley,false,false,false,true,true,true,false,false,true,true,KM 92,Taşbiçmehöyüğü,Tashbiçmehöyüğü,"EC,KC,MD,BP",37SCB(N38-a4),"At edge of village of same  name, next to new super highway",In fields,"Flat-topped high conical mound, upper 10-13m quite steep, fortress on top built of stones.   Road of sorts made on village side.  Rock-cut tombs reported behind village, outlines not clear since covered by village, huge cut probably due to fill for road.  Photos 13=back to Orta to E; 14 to Kara to west, 15 to Kara to west.  diss appendix entry deleted: 92	Tasbiçmehöyü∂ü. Map 37SCB (N38a4). EW 287. NS 256. Flat top high conical mound with road cut. LB & IA. 5?. Field notes inconclusive. Check what others have drawn.","Good; top ten, bottom ten, cut and general collection",Sherd count Flint count,"Major occupation seems  late, but flints may indicate hidden early occupation","Terra sigillata or imitation, rope impressed, molded piece if sigilata shoul be identifiable","glazed, fine incised//poss. piece of psuedo-prehistoric bichrome (per SC/EC 9-98 but I will pull to draw), decoraed brown ware handles, green glaze"
KM 31,http://opencontext.org/subjects/a36dd746-29d0-4e9b-856e-cef8c275b5ca,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.2516704987679,36.7856874239421,640,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/km-31-40/km-31-general-view-5.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:04Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,31,1993-10-02T00:00:00Z,1993,343103532,,4,Southwestern Valley,false,false,false,false,false,false,false,false,false,true,KM 31,,Qalehtepe,All,37SCB,S. to Adana Rd.,"Hillside areas riddled with robbed tombs, possibly marks old lake edge; at 500m absl","Roll5-1=KM 31 from road, site opposite given no. 32. It s on other side of wadi but is similar.  Two caves noted not so many sherds occupation may be confined to larger mound call Qaleh",Good but extensive robbing,Sherd count,"The cemetery has stands and the household pottery finger impressed bands and some heavier sherds, relatively homogeneous assemblage for study. Pierced lids, sloppy red painted ware.",,
KM 204,http://opencontext.org/subjects/c0dd060d-3e4a-4643-aa4a-43f21cc82529,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4604821922751,37.0032993860524,-4200,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-201-210/km-204-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:26Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,204,1994-09-14T00:00:00Z,1994,232,47.8,3.5,Nothern Valley,false,false,true,false,false,false,false,false,true,true,KM 204,Unnamed site; wrong on map,Unnamed Site,"EC,HT,NK,GM,SC,MK",N38-a1,"Site 74 to NE 100 degrees, bank in Tevekkelli village 1 km nw",burnt wheat field,"Low round mound cut by major canal on our map, stones excavated in center","Good, general",Sherd count Flint count,"Primarily L. Roman with lots of rope impressed and sigillata, but appears to have IA and possibly earlier material:  Knob foot in chocolate chip ware, red slipped bowls without rope below rim, many flat-topped pithos rims","Terra sigillata or imitation, rope impressed, Hellenistic fine ware","glazed, interior faded white, pink ware self slip, twp handles of same ware"
KM 4,http://opencontext.org/subjects/c4bd7919-6137-490a-9ab0-15a63d530e0b,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.3794270724864,36.8941275263148,-2200,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1993/misc/km-4.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:01Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,4,1993-09-24T00:00:00Z,1993,13.6,39.2,9,Central Valley,false,false,false,false,true,true,true,true,false,true,KM 4,Eşkhamzahöyük,Eşekhamza (Donkey),All,N37-b1,"Poles 43/15-43/22 on rail line, south of tracks, surrounded by canal, cement block on site","Corn, cotton, wet, Gölühöyük visible to E, Korocu to the W. Recent campsite on top","Oval mound terrace areas on three sides, higher than it appears","Good, terrace collection produced few sherds",Ground Stone Sherd count,"Three decorated handles: 1 with applied wavy band, one with incision, one with paint; one distinctive ware type buff with interior lines, 1 two strand handle, 1 red painted.  Cut produced 1 fine Hellenistic? bowl","Pie crust rim, ticked rim bowl, bowl with rope impression under rim",Possible
KM 203,http://opencontext.org/subjects/d48a5317-9ecf-4458-8f1f-f7a998bc7405,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4613839049747,37.0210771675257,-4200,-3200,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-201-210/km-203-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:25Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,203,1994-09-14T00:00:00Z,1994,230,481,1,Nothern Valley,false,false,true,false,false,false,false,false,false,false,KM 203,Unnamed site,Unnamed Site,"EC,HT,NK,GM,SC,MK",N38-a1,Between 74 and 202 near village of Tevekkelli,in the middle of cotton fields,Site flattened and spread over fields but probably less than 50 m originally in diameter; guess that this site is between 133 and 202 in time,"Good, general",Sherd count Flint count Ground Stone,"This site appears to fall between 133 and 202.  Mostly heavy chaff and grit tempered cooking pots with bowed rim, some are smoothed and red, most brown-black, interior hollow just below rim characteristic, mostly everted necks, but occasionally straight, incompletely oxidized, some surface smoothing, thickness range from 5mm to 2-3 mm, several flat-topped rims,  two flat-topped ridged jars, almost look Akkadian, chaff and grit tempered buff ware plates and bowls, most plain rounded rim some with beaded rims, most distinctive form ‘hammer head’, some in finer orange-buff ware, several beaded-rim ultra fine, one bowl, one jar, buff-ware with cream slip collared jar, heavy rolled rim cf. 133--but is this EBA or Chalco.  One rounded base, one pink ware string cut",,
KM 206,http://opencontext.org/subjects/a2c505e5-3e64-45c7-afaf-20886ad917e3,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.4472082258964,37.0097945156395,-3200,-2200,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-201-210/km-206-km-207-area.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:26Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,206,1994-09-15T00:00:00Z,1994,237,465,3,Nothern Valley,false,false,false,true,false,false,false,false,false,false,KM 206,Sıçanlı Tepe,Sıçanlı Tepe,"LB,EC,GM,NU,HT,MK",N38-a1,"Büyük Tevekkelli vilage to NW, strange rock formation to S.  Pass through low hills to W. 135 degrees, 135 to village minaret, 20 to rock formation call Tikikayası Tepe",Agricultural,"Small low mound in midst of cultivated fields.  Cotton fields on se, sugar beets on sw.  Freshly plowed fields along N. half of mound, natural rock outcropping on nw face w slope steeper than e. Photos S6:1 from SE","Surface cleared or raked for pepper drying.  More sherds flints visible in surround fiedlds.  Mostly bedrock outcropping.  Light flint scatter on mound.  Litght sherd scatter in surrounding fields.  More flint in center, scatter continues c.100m out into fields",Sherd count Flint count,"12 small reddish sherds, one fine red-buff handle, can’t date",,
KM 181,http://opencontext.org/subjects/d30f3e0b-19ca-45ed-9592-0ef507afca9c,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5946523766187,36.8357820092771,-4200,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://opencontext.org/static/oc/images/icons/pdf-noun-89522.png,2007-01-01T00:00:00Z,2023-10-07T00:24:23Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,181,1994-09-06T00:00:00Z,1994,89,639,16,Nothern Valley,false,false,true,true,false,false,false,false,true,true,KM 181,Üngüut,Üngüt,"HT,NU,KC,GM,EC",M37-c4,"In middle of village near local summer cart and dondurma stand, now a zoo is there apparently.","Agricultural, gardens, large spring","Steep sided h. with edges nibbled away by modern housing, springs abound stone water control feature in village may be old.","Disturbed and disturbing by tree planting, houses, use as a toilet.  Cut collected separately, but there are others on site",Sherd count,"Too small a collection to come to any definite conclusions, site has occupation all over it and was a major settlement in the area but little is definite besides EBA","Hellenistic Fine ware, large handles, Late Roman painted",coarse Medieval wares
KM 150,http://opencontext.org/subjects/c40a5f83-92bd-4b88-9e4e-c5eae08f1413,Kahramanmaraş Survey,https://opencontext.org/projects/ca4f4719-f2a5-4119-99fa-b04573c8929a,Asia,Turkey,Kahramanmaraş Survey Area,https://opencontext.org/subjects/740f7f3e-8723-4d63-892c-c75d03771d49,37.5387602966685,36.8653114597813,-333,1918,Site,https://opencontext.org/static/oc/icons-v2/noun-trowel-3586734.svg,https://artiraq.org/static/opencontext/kahramanmaras-survey/thumbs/images-1994/km-141-150/km-150-gen-view.jpg,2007-01-01T00:00:00Z,2023-10-07T00:24:17Z,Elizabeth Carter,http://opencontext.org/persons/3208923d-69d0-70e9-9cc1-23ad97770aec,150,1994-08-28T00:00:00Z,1994,115,569,2.5,Nothern Valley,false,false,false,false,false,false,false,false,true,true,KM 150,Büyükcamsul,Büyükcamsıl,"EC,HT,GM,MK,BB",M37-c4,"On edge of old river flood plain, s. of Kahramanmaraş and Cinli H. 25 degrees  to nw","Agricultural, part of site plowed cut by cotton field, wheat away from site","Original shape of mound is hard to guess since severely cut into by old farming works, top is plowed, sherds scattered all over, section in cut suggests a relatively shallow occupation on river gravels. Now diameter more like 80. Possibly now underwater.",,,"A lot of thin fine red wares, some green irridescent glaze might be Parthian/Hellenistic, some rope impressed, jar rims, but few bowls, one painted handle, green stone bead, flints may indicate earlier, but could be a single period site","Hellenistic Fine ware?, or is this EB?? ec 7.12; rope impressed",glazed but greenish color could be earlier
